Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
Let'S Jazz Up This Place,"When he wasn't scoring TV's ""Peanuts"" specials, this man recorded favorites like ""Cast Your Fate To The Wind""",(Vince) Guaraldi,Ken Jennings,False,False,2000,False,2,The Greatest of All Time game #2,"Tuesday, January 7, 2020",Double Jeopardy! Round
All In The Family: Government Edition,She succeeded her husband George Wallace as governor of Alabama but died 2 years after winning the office,Lurleen,James Holzhauer,False,False,2000,False,9,The Greatest of All Time game #2,"Tuesday, January 7, 2020",Double Jeopardy! Round
Foreign Words & Phrases,"From words for ""self"" & ""publishing"", it was writing circulated in secret in the Soviet Union",samizdat,Brad Rutter,False,False,2000,False,10,The Greatest of All Time game #2,"Tuesday, January 7, 2020",Double Jeopardy! Round
Philosophers,This double-first-name philosopher born in 1842 said that the value of a concept is in its practical consequences,William James,,False,False,"2,800",True,7,The Greatest of All Time game #2,"Tuesday, January 7, 2020",Double Jeopardy! Round
Potpourri,This mother of Alexander the Great was in the cult of Dionysus & liked to sleep with snakes,Olympias,,True,False,2000,False,13,The Greatest of All Time game #2,"Tuesday, January 7, 2020",Double Jeopardy! Round
The Crown,"In a Season 1 episode, Elizabeth prepares for this June 2, 1953 event",her coronation,Ken Jennings,False,False,200,False,30,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
Charities,"300 volunteers came together in 1971 to create this world-spanning charity, also called Médecins Sans Frontieres",Doctors Without Borders,Ken Jennings,False,False,200,False,29,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
Literally Stupid Answers,"Shortly after ""imbalance"" in the dictionary is this noun denoting one who is stupid & inane",an imbecile,Ken Jennings,False,False,200,False,28,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
Short Story Syllabus,"""The Lone Ranger &"" this man ""Fistfight in Heaven"" is the title story of a collection by Native American author Sherman Alexie",Tonto,Ken Jennings,False,False,200,False,27,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
College Football: After The Game,In 2004 an NCAA award was established in the name of this center on the 1933 Michigan team & future politician,Gerald Ford,James Holzhauer,False,False,200,False,26,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
"The ""Gold"", ""Berg""S","This man from Medford, Massachusetts was the 108th mayor of New York City",Bloomberg,James Holzhauer,False,False,200,False,25,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
The Crown,"In a dramatic moment, Elizabeth confronts this uncle & rejects his bid to regain a royal role",the Duke of Windsor,James Holzhauer,False,False,400,False,12,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
Charities,A charity named for this actor who was paralyzed in 1995 aims to better the lives of those with spinal cord injuries,Christopher Reeve,Ken Jennings,False,False,400,False,20,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
Literally Stupid Answers,It was also called a fool's cap,a dunce cap,James Holzhauer,False,False,400,False,17,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
Short Story Syllabus,"A Dostoyevsky story is titled these, the daylit evenings of St. Petersburg in summertime","""White Nights""",James Holzhauer,False,False,400,False,6,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
College Football: After The Game,"Before starring on a 4-letter TV drama, Mark Harmon starred for this 4-letter school as a QB, averaging 7.2 yards a carry in '73",UCLA,Brad Rutter,False,False,400,False,10,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
"The ""Gold"", ""Berg""S","He wrote the screenplay for ""Butch Cassidy & the Sundance Kid"" & adapted his own novel ""Marathon Man"" for the movies",William Goldman,Ken Jennings,False,False,400,False,24,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
The Crown,A 1961 visit to Britain by this American gives the queen something to think about,Jackie Kennedy,James Holzhauer,False,False,600,False,11,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
Charities,"""Those who work for the good are those who do the good"" said this TV star & founder of St. Jude Children's Research Hospital",Danny Thomas,James Holzhauer,False,False,600,False,19,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
Literally Stupid Answers,"Archie Bunker called Edith this, also an ornamental typographical character",dingbat,James Holzhauer,False,False,600,False,16,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
Short Story Syllabus,"W.W. Jacobs came up with pretty much the opposite of a lucky rabbit's foot with this story of a dad, a son & 3 wishes gone bad","""The Monkey\'s Paw""",James Holzhauer,False,False,"1,000",True,4,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
College Football: After The Game,Nickname of the team that was led to an undefeated 1958 season by future brigadier general Pete Dawkins,Black Knights,James Holzhauer,False,False,600,False,9,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
"The ""Gold"", ""Berg""S","""The Good Earth"", released in 1937 after his death, was the first film with the name of this MGM production head in the credits",(Irving) Thalberg,Ken Jennings,False,False,600,False,23,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
The Crown,"Looking for love in Season 2, Princess Margaret finds a kindred spirit in this photographer",Lord Snowdon (or Antony Armstrong-Jones),Brad Rutter,False,False,800,False,1,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
Charities,"To fight excessive punishment along racial lines, lawyer Bryan Stevenson founded this initiative, EJI for short",Equal Justice,James Holzhauer,False,False,800,False,18,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
Literally Stupid Answers,"Synonyms for this one-word rhyme include lamebrain, dodo, yo-yo & dum-dum",nitwit,,True,False,800,False,15,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
Short Story Syllabus,"""Cathedral"" is the title story of a 1983 collection by this American realist & onetime janitor",(Raymond) Carver,James Holzhauer,False,False,800,False,3,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
College Football: After The Game,In 1998 football fans debated who was the NCAA's best QB: Peyton Manning or this WSU Cougar; their pro careers went opposite ways,Ryan Leaf,James Holzhauer,False,False,800,False,8,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
"The ""Gold"", ""Berg""S",In 1998 this former GOP presidential candidate went to Paradise...Valley's Christ Church of the Ascension Memorial Garden in Arizona,Goldwater,James Holzhauer,False,False,800,False,22,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
The Crown,"In Season 3 Buckingham Palace is not thrilled about this Labour politician, prime minister for most of the 1960s",(Harold) Wilson,Brad Rutter,False,False,1000,False,2,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
Charities,"Last name of Evangeline, elected general of the Salvation Army in 1934, the third in her family to hold the position",Booth,Ken Jennings,False,False,1000,False,13,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
Literally Stupid Answers,Lucy was quite fond of deriding Charlie Brown with this 9-letter term for a less-than-intelligent person,blockhead,James Holzhauer,False,False,1000,False,14,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
Short Story Syllabus,"This 19th century French short story master is noted for twist endings, as in ""The Necklace""",Guy de Maupassant,Ken Jennings,False,False,1000,False,5,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
College Football: After The Game,"Steve Largent went on from this university to a HOF pro career, then returned home to represent the area in Congress",the University of Tulsa,,True,False,1000,False,7,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
"The ""Gold"", ""Berg""S",Missile launches are part of the mission of the California Air Force base named for this general,Vandenberg,James Holzhauer,False,False,1000,False,21,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Jeopardy! Round
Classic Movie Quotes,"It's the romantic quote heard next""I love you. You...complete me. And I just had--""""Shut up. Just shut up.""","""You had me at hello.""",James Holzhauer,False,False,400,False,26,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
Newspapers & Magazines,"Julia Child ended her shows with this phrase, also the name of a food magazine",bon appétit,Brad Rutter,False,False,400,False,27,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
Art & Artists,"This American pop artist used a comic book style in paintings like ""Whaam!"" & ""Drowning Girl""",Lichtenstein,James Holzhauer,False,False,400,False,28,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
Around The World,One of the largest temples of this religion spreads over 156 acres at Srirangam in Tamil Nadu state,Hinduism,Brad Rutter,False,False,400,False,29,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
The Greatest Of All Minds,"Destined for greatness, Stephen Hawking was born January 8, 1942, the 300th anniversary of this famed astronomer's death",Galileo,James Holzhauer,False,False,400,False,30,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
"Take An ""Iq"" Test","Morally objectionable behavior, sometimes in a den of it",iniquity,Brad Rutter,False,False,400,False,22,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
Classic Movie Quotes,"A cab gets too close in ""Midnight Cowboy"" & Dustin Hoffman lets loose with this outburst","""I\'m walking here!""",Ken Jennings,False,False,800,False,25,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
Newspapers & Magazines,"(Alex reports from the Harvard Lampoon Library in Cambridge, Massachusetts.)  The very first volume of ""The Harvard Lampoon"" appeared in February 1876 & was modeled on this British humor magazine",Punch,James Holzhauer,False,False,800,False,24,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
Art & Artists,"This 1863 Manet masterpiece caused a scandal, as one of the women picnicking in what may be the Bois de Boulogne is nude",Luncheon on the Grass,Ken Jennings,False,False,800,False,23,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
Around The World,Here's this Venezuelan landmark named for the American pilot who spotted it in 1933,Angel Falls,James Holzhauer,False,False,800,False,10,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
The Greatest Of All Minds,In January 1943 this inventor received an official state funeral under the auspices of the Yugoslav government in exile,Tesla,Ken Jennings,False,False,800,False,12,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
"Take An ""Iq"" Test",To convert an asset into cash,liquidate,James Holzhauer,False,False,800,False,21,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
Classic Movie Quotes,"This quote became instantly famous""Jenny...I'm sorry.""""Don't.""","""Love means never having to say you\'re sorry.""",Brad Rutter,False,False,1200,False,16,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
Newspapers & Magazines,This Japanese business paper shares its name with a Japanese stock index,Nikkei,James Holzhauer,False,False,1200,False,17,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
Art & Artists,"Born in Rotterdam in 1904, he entered the U.S. as a stowaway & painted houses before becoming an abstract expressionist",(Willem) de Kooning,Ken Jennings,False,False,1200,False,1,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
Around The World,"By a 2018 treaty this large body into which the Volga flows was deemed neither a lake nor a sea, but a body with special legal status",the Caspian,James Holzhauer,False,False,1200,False,9,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
The Greatest Of All Minds,"Compiled by future generations of disciples, the sayings of Confucius were collected in a work called this, derived from Greek",Analects,James Holzhauer,False,False,1200,False,8,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
"Take An ""Iq"" Test","""Invasion of the Boy Snatchers"" is a book in a young adult series named for this type of social group",a clique,James Holzhauer,False,False,1200,False,20,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
Classic Movie Quotes,"It's the no-nonsense message that comes after the following""We've never lost an American in space; we're sure as hell not going to lose one on my watch.""","""Failure is not an option.""",Brad Rutter,False,False,1600,False,5,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
Newspapers & Magazines,"This French daily paper began in 1944, when the German army had left Paris & France had need of an independent voice",Le Monde,,True,False,1600,False,15,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
Art & Artists,"This English engraver is known for his 1730s series called ""The Rake's Progress""",(William) Hogarth,Ken Jennings,False,False,1600,False,2,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
Around The World,One place that's a cut above to see the northern lights is this capital of Canada's Northwest Territories,Yellowknife,Brad Rutter,False,False,1600,False,4,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
The Greatest Of All Minds,"A rationalist, this Dutch philosopher answered to the first names Bento, Benedictus & the Hebrew Baruch",Spinoza,Ken Jennings,False,False,1600,False,7,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
"Take An ""Iq"" Test",One-word term for an expert on old things,an antiquarian,Ken Jennings,False,False,1600,False,19,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
Classic Movie Quotes,"Gene Wilder as Willy Wonka: ""You stole Fizzy Lifting Drinks!...so you get nothing! You lose!"" this 3-word farewell","""Good day, sir!""",,True,False,2000,False,6,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
Newspapers & Magazines,"To the delight of crossword constructors, Eric with this last name founded a reader in 1984",Utne,Ken Jennings,False,False,2000,False,14,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
Art & Artists,"(Sarah of the Clue Crew show a painting on the monitor.)  Van Gogh drew a famous portrait of this homeopathic physician, whom he called ""sicker than I am""; Cezanne, also a friend, chose to paint a scene of his house at Auvers",Dr. Gachet,James Holzhauer,False,False,2000,False,3,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
Around The World,"This second-largest port of France once had a longer name that included ""de Grâce""",Le Havre,James Holzhauer,False,False,"13,600",True,11,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
The Greatest Of All Minds,This German developed calculus independent of another wise guy,Leibniz,Ken Jennings,False,False,"8,400",True,13,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
"Take An ""Iq"" Test",Edward Kingsford first used scrap lumber from carmaking to produce these,charcoal briquettes,Brad Rutter,False,False,2000,False,18,The Greatest of All Time game #3,"Wednesday, January 8, 2020",Double Jeopardy! Round
Mozart,"(Sarah of the Clue Crew reports from the Mozart Birthplace in Salzburg, Austria.)  On January 27, 1756 Anna Mozart gave birth in this room to a son they named Wolfgang; his middle name was Theophilus, or ""beloved of God"", but we know it better as this Latin name meaning the same",Amadeus,Ken Jennings,False,False,200,False,30,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
The ____ Of ____,"On the Moon, it's where the Eagle landed July 20, 1969",the Sea of Tranquility,Ken Jennings,False,False,200,False,29,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
This Will Tie Your Room Together,"In Islam, many prayer rugs have an arch-shaped design called a mihrab, which the user faces toward this city before kneeling",Mecca,Brad Rutter,False,False,200,False,28,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
They'Re Back!,"Submitted for your approval, Jordan Peele as host & narrator of the reboot of this anthology series",The Twilight Zone,Ken Jennings,False,False,200,False,27,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
Name The Decade,Christopher Columbus makes his last transatlantic trip: the first decade of this century,the 1500s (or the 16th),Brad Rutter,False,False,200,False,26,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
Goats,"""The Field Guide to Goats"" says to be sure to discourage aggression, as a goat doing this to you with his head can break a bone",butting,James Holzhauer,False,False,200,False,25,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
Mozart,"(Jimmy of the Clue Crew reports from the Mozart Residence in Salzburg, Austria.)  In 1783 Mozart visited his hometown for the last time, staying with his dad & working on his ""Mass in C minor"", which like his famous ""Requiem"" was left in this condition",unfinished,Ken Jennings,False,False,400,False,20,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
The ____ Of ____,"In the '60s & in a song from ""Hair"", it was the ""dawning of"" this",the Age of Aquarius,Ken Jennings,False,False,400,False,18,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
This Will Tie Your Room Together,These Native American people who call themselves Dine are known for their patterned rugs,the Navajo,Ken Jennings,False,False,400,False,21,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
They'Re Back!,The reboot of this soapy series about the wealthy Carrington & Colby families changed the setting from Denver to Atlanta,Dynasty,James Holzhauer,False,False,400,False,22,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
Name The Decade,The Erie Canal is completed & opens for business,the 1820s,James Holzhauer,False,False,400,False,23,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
Goats,"Unlike cow milk, goat milk is naturally this, with emulsified fats & non-separated cream",homogenized,James Holzhauer,False,False,400,False,24,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
Mozart,"(Jimmy of the Clue Crew reports from the Mozart Birthplace in Salzburg, Austria.)  Salzburg craftsman Andreas Mayr made a child's violin that Mozart would receive in 1762; Wolfgang would go on to compose five of these works for violin & orchestra",a concerto,James Holzhauer,False,False,600,False,16,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
The ____ Of ____,"In the news in 1961, Bahía de Cochinos is better known to us as this",Bay of Pigs,James Holzhauer,False,False,600,False,17,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
This Will Tie Your Room Together,Sisal rugs are made from the fibers of this succulent that's also used to make beer & other alcoholic beverages,agave,Ken Jennings,False,False,600,False,15,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
They'Re Back!,"In 2019 this detective was back on the case, working with her dad to solve cases in Neptune, California",Veronica Mars,James Holzhauer,False,False,600,False,7,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
Name The Decade,The Salem witch trials,the 1690s,James Holzhauer,False,False,600,False,5,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
Goats,"Since 1900 the mascot of this institute of higher learning has been ""Bill the Goat""",the Naval Academy,Brad Rutter,False,False,600,False,19,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
Mozart,"(Sarah of the Clue Crew reports from the Mozart Residence in Salzburg, Austria.)  Young Mozart dedicated the work ""Dream of Scipio"" to his Salzburg patron Prince-Archbishop Colloredo, a strict man guided by this ""bright"" intellectual movement of the times",the Enlightenment,James Holzhauer,False,False,800,False,2,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
The ____ Of ____,Here's how one artist envisioned this ancient wonder,the Colossus of Rhodes,Ken Jennings,False,False,800,False,10,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
This Will Tie Your Room Together,Bijar carpets & Sanandaj rugs are products of this countryless people who live in an area ranging from Syria to Iran,the Kurds,Ken Jennings,False,False,800,False,14,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
They'Re Back!,This reboot made the divorced mom & her family Cuban American & moved the setting from Indianapolis to Los Angeles,One Day at a Time,James Holzhauer,False,False,800,False,1,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
Name The Decade,The Black Death starts;the Battle of Crécy,the 1340s,Brad Rutter,False,False,800,False,3,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
Goats,"Goat cheese is commonly called this, the French word for ""goat""",chèvre,Ken Jennings,False,False,800,False,11,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
Mozart,"(Jimmy of the Clue Crew reports from the Mozart Birthplace in Salzburg, Austria.)  One of the most famous images of Mozart is this painting in his birthplace, in which a seven-year-old Mozart is wearing the outfit given to him by this Holy Roman Empress at the Viennese court",Maria Theresa,James Holzhauer,False,False,1000,False,12,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
The ____ Of ____,This bloody period of the French Revolution ended with the execution of Robespierre,the Reign of Terror,James Holzhauer,False,False,1000,False,9,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
This Will Tie Your Room Together,"Table coverings he painted in 16th-century portraits like the one of a merchant here led to a rug being named for this artist ""the Younger""",(Hans) Holbein (the Younger),Brad Rutter,False,False,1000,False,13,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
They'Re Back!,"Candace Cameron Bure stars as a grown-up, raising kids of her own, on this reboot",Fuller House,Ken Jennings,False,False,1000,False,8,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
Name The Decade,The Tudor line begins its 5-monarch rule of England,the 1480s,Brad Rutter,False,False,"1,000",True,4,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
Goats,"Mountain goats are genus Oreamnos; other goats, this genus, same as a filmmaking genius",Capra,Ken Jennings,False,False,1000,False,6,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Jeopardy! Round
I Just Took A Dna Test,DNA tests can tell you if you are this 7-letter holder of recessive genes for a genetic disease,a carrier,James Holzhauer,False,False,400,False,22,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
Pop Culture People,"Check out the clue while my DJ revolves it! This '90s rapper actually had a 2nd Top 40 hit: ""Play That Funky Music""; still waitin' on 3",Vanilla Ice,Brad Rutter,False,False,400,False,30,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
Audible,"He simply titled his 2019 memoir ""Me""I knew that Taron Egerton was the right man to play me when I heard him sing ""Don't Let the Sun Go Down on Me"" -- he managed to get through it without threatening to murder anyone or screaming about Engelbert Humperdinck",Elton John,James Holzhauer,False,False,400,False,29,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
"""G""Eography",Lambeau knows this 118-mile-long inlet that receives the waters of the Fox River,Green Bay,James Holzhauer,False,False,400,False,28,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
20-Letter Words,It's the adjective used to describe a work only partially based on the writer's life,semiautobiographical,James Holzhauer,False,False,400,False,26,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
Goats (Greatest Of All Time),"In this year, Alfred Eisenstaedt captured what became one of the most iconic photos of all time",1945,Ken Jennings,False,False,400,False,27,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
I Just Took A Dna Test,"(Glenn Close delivers the clue.)  I'm a co-founder of Bring Change to Mind, an organization working to end stigma & normalize conversations around mental health; we are changing attitudes & behavior through science- & evidence-based high school club programs which are expanding across the country. Because I love science, I had this, my full set of chromosomes, sequenced to better understand my family's history of mental illness",a genome,James Holzhauer,False,False,800,False,21,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
Pop Culture People,"In 1987, 7'2"" Kevin Peter Hall played Harry, who hung with the Hendersons, & this film title guy who was not as friendly with Arnold",Predator,Ken Jennings,False,False,800,False,23,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
Audible,"Big oil & gas are the subject of a 2019 nonfiction bestseller by this TV personalityIn fact, it could be argued, the oil business as we know it today was the invention of one particular American, John D. Rockefeller",Rachel Maddow,Ken Jennings,False,False,800,False,24,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
"""G""Eography","Apotgan & Dededo are major towns on this island, an unincorporated territory of the U.S. since 1898",Guam,Ken Jennings,False,False,800,False,19,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
20-Letter Words,"EEG for short, it's a record of some of the brain's activity",an electroencephalogram,Ken Jennings,False,False,800,False,12,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
Goats (Greatest Of All Time),"These 2 Agatha Christie characters made a list of ""The 30 Greatest Literary Detectives of All Time""",Hercule Poirot & Jane Marple,Ken Jennings,False,False,800,False,25,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
I Just Took A Dna Test,"For info on great-great-grandma, genetic data passed on from your mother can be used in the mtDNA test, named for this organelle",mitochondria,James Holzhauer,False,False,1200,False,20,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
Pop Culture People,"Her post-""Friends"" career includes the role of actress Valerie Cherish, trying to make ""the comeback"" happen",Lisa Kudrow,Ken Jennings,False,False,1200,False,11,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
Audible,"Naturally, Colin Farrell read this novel by a fellow countrymanOnce upon a time and a very good time it was there was a moocow coming down along the road and this moocow that was coming down along the road met a nicens little boy named baby tuckoo",Portrait of the Artist as a Young Man,Ken Jennings,False,False,1200,False,18,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
"""G""Eography","Founded in 1531, this capital of a Mexican state bears the name of a province of Spain",Guadalajara,Ken Jennings,False,False,1200,False,5,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
20-Letter Words,It's a gathering of protesters to express opposition to the aims of another group of protesters,a counterdemonstration,Ken Jennings,False,False,1200,False,8,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
Goats (Greatest Of All Time),"Performances like his 1979 ""Live in Concert"" film made Rolling Stone list him as the greatest stand-up comedian of all time",Richard Pryor,Brad Rutter,False,False,1200,False,15,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
I Just Took A Dna Test,"You can learn your ethnicity using DNA in your autosomes, non-sex chromosomes; most people have this many sets of autosomes",22,,False,False,"3,800",True,1,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
Pop Culture People,"Feeling regenerated in ""Doctor Who"", this actress confessed, ""Sorry, half an hour ago I was a white-haired Scotsman""",(Jodie) Whittaker,James Holzhauer,False,False,1600,False,10,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
Audible,Frances McDormand introduces us to a beloved character in this first book in a series by Armistead MaupinMary Ann Singleton was twenty-five years old when she saw San Francisco for the first time,Tales of the City,Ken Jennings,False,False,1600,False,17,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
"""G""Eography",Rhino tracking at the Mokolodi Nature Reserve is something to try on a visit to this capital city,Gaborone,James Holzhauer,False,False,"8,400",True,3,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
20-Letter Words,"This ""-tion"" is the attribution of human qualities to something that is not human",anthropomorphization,Ken Jennings,False,False,1600,False,6,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
Goats (Greatest Of All Time),"Among the greatest scientific discoveries are electricity, penicillin & this German's quantum theory",Planck,James Holzhauer,False,False,1600,False,14,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
I Just Took A Dna Test,"DNA is composed of nucleotides, which contain 4 nitrogenous bases represented by these 4 letters","A, C, G & T",James Holzhauer,False,False,2000,False,2,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
Pop Culture People,"""Pretty Baby, You Look So Heavenly"" is a chapter title in ""Face It"", the 2019 memoir by this singing star",Debbie Harry,,True,False,2000,False,9,The Greatest of All Time game #4,"Wednesday, January 8, 2020",Double Jeopardy! Round
